P_ID,name,desc,type,xinfatype,body,spirit,strength,agility,spunk,physicsShield,magicShield,dodge,parryBase,parryValue,toughness,attack,heal,crit,critEffect,overcome,acce,hit,strain,huajing,threat,neihui,neili,xuehui,qixue
382,珍·重制·锻（身法）,身法提升31点,9,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
383,珍·重制·锻（外会）,外功会心等级提升83点,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,
384,珍·重制·锻（内会）,内功会心等级提升83点,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,
385,珍·重制·铸（外破）,外功破防等级提升83点,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,
386,珍·重制·铸（内破）,内功破防等级提升83点,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,
387,珍·重制·铸（加速）,加速提升83点,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,083,0,0,0,0,0,0,0,0
388,珍·重制·铸（外命）,外功命中等级提升83点,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,
389,珍·重制·铸（内命）,内功命中等级提升83点,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,
390,珍·重制·铸（无双）,无双等级提升83点,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,083,0,0,0,0,0,0
391,珍·重制·铸（根骨）,根骨提升31点,5,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
392,珍·重制·铸（身法）,身法提升31点,5,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
393,珍·重制·铸（外会）,外功会心等级提升83点,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,
394,珍·重制·铸（内会）,内功会心等级提升83点,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,
395,珍·重制·磨石（疗伤）,疗伤成效提升65点,11,0,0,0,0,0,0,0,0,0,0,0,0,0,065,0,0,0,0,0,0,0,0,0,0,0,0
396,珍·重制·磨石（外伤）,外功攻击提升62点,11,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,
397,珍·重制·磨石（内伤）,内功攻击提升75点,11,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,
398,珍·重制·磨石（武伤）,武器伤害提升14点,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,烨阳晶石·磨（体质）,体质提升42点,999,0,042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,烨阳晶石·磨（御劲）,御劲提升42点,999,0,0,0,0,0,0,0,0,0,0,0,042,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,烨阳晶石·雕（体质）,体质提升42点,1,0,042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402,烨阳晶石·雕（化劲）,化劲提升42点,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,
403,烨阳晶石·刻（根骨）,根骨提升31点,2,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
404,烨阳晶石·刻（力道）,力道提升31点,2,0,0,0,031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405,烨阳晶石·刻（元气）,元气提升31点,2,0,0,0,0,0,031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,烨阳晶石·刻（身法）,身法提升31点,2,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
407,烨阳晶石·刻（外伤）,外功攻击提升62点,2,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,
408,烨阳晶石·刻（内伤）,内功攻击提升75点,2,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,
409,烨阳晶石·刻（外命）,外功命中等级提升83点,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,
410,烨阳晶石·刻（内命）,内功命中等级提升83点,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,
411,烨阳晶石·熔（根骨）,根骨提升31点,4,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
412,烨阳晶石·熔（力道）,力道提升31点,4,0,0,0,031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
413,烨阳晶石·熔（元气）,元气提升31点,4,0,0,0,0,0,031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
414,烨阳晶石·熔（身法）,身法提升31点,4,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
415,烨阳晶石·熔（外破）,外功破防等级提升83点,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,
416,烨阳晶石·熔（内破）,内功破防等级提升83点,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,
417,烨阳晶石·熔（加速）,加速提升83点,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,083,0,0,0,0,0,0,0,0
418,固·安戎·磨石（武伤）,武器伤害提升5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
419,固·安戎·熔锭（外伤）,外功攻击提升31,11,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,
420,固·安戎·熔锭（内伤）,内功攻击提升37,11,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,
421,固·安戎·熔锭（疗伤）,疗伤成效提升32,11,0,0,0,0,0,0,0,0,0,0,0,0,0,032,0,0,0,0,0,0,0,0,0,0,0,0
422,固·安戎·熔锭（武伤）,武器伤害提升7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
423,苍·安戎·印（内伤）,内功攻击提升22,7,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,
424,苍·安戎·印（外伤）,外功攻击提升18,7,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,
425,苍·安戎·铸（外伤）,外功攻击提升18,5,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,
426,线刻·偃旗,可强化戒指，使自身外功攻击增加6点,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,
427,仙踪·兵·铸（外伤）,外功攻击提升68点,11,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,
428,仙踪·兵·铸（内伤）,内功攻击提升82点,11,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,
429,仙踪·兵·铸（疗伤）,疗伤成效提升74点,11,0,0,0,0,0,0,0,0,0,0,0,0,0,074,0,0,0,0,0,0,0,0,0,0,0,0
430,仙踪·兵·铸（武伤）,武器伤害提升102点,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431,仙踪·兵·铸（仇恨）,仇恨百分比提升26%,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0266,0,0,0,0
432,仙踪·裤·铸（身法）,身法提升34点,7,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
433,仙踪·裤·铸（元气）,元气提升34点,7,0,0,0,0,0,034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
434,仙踪·裤·铸（力道）,力道提升34点,7,0,0,0,034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435,仙踪·裤·铸（根骨）,根骨提升34点,7,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
436,仙踪·裤·铸（仇恨）,仇恨百分比提升26%,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0266,0,0,0,0
437,仙踪·裤·铸（外破）,外功破防等级提升152点,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,0,0,0,0,0,0,0,0,
438,仙踪·裤·铸（内破）,内功破防等级提升152点,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,0,0,0,0,0,0,0,0,
439,仙踪·裤·铸（会心）,全会心提升152点,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,0,0,0,0,0,0,0,0,0,0,
440,仙踪·裤·铸（无双）,无双等级提升152点,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0152,0,0,0,0,0,0
441,仙踪·头·铸（外攻）,外功攻击提升68点,9,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,
442,仙踪·头·铸（内功）,内功攻击提升82点,9,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,
443,仙踪·头·铸（治疗）,疗伤成效提升74点,9,0,0,0,0,0,0,0,0,0,0,0,0,0,074,0,0,0,0,0,0,0,0,0,0,0,0
444,仙踪·头·铸（命中）,全命中提升152点,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,0,0,0,0,0,0,
445,仙踪·头·铸（急速）,加速提升152点,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0152,0,0,0,0,0,0,0,0
446,仙踪·腰·铸（体质）,体质提升56点,10,0,056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
447,仙踪·腰·铸（气血）,最大气血值提升758点,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0758
448,仙踪·腰·铸（格挡）,拆招提升942点,10,0,0,0,0,0,0,0,0,0,0,942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
449,仙踪·腰·铸（闪避）,闪避提升76点,10,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
450,仙踪·腰·铸（外防）,外功防御提升76点,10,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
451,仙踪·腰·铸（内防）,内功防御提升76点,10,0,0,0,0,0,0,0,076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
452,仙踪·腰·铸（招架）,招架提升76点,10,0,0,0,0,0,0,0,0,0,076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
453,仙踪·腰·铸（御劲）,化劲提升76点,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,
454,仙踪·腰·铸（化劲）,御劲提升76点,10,0,0,0,0,0,0,0,0,0,0,0,076,0,0,0,0,0,0,0,0,0,0,0,0,0,0
455,仙踪·裤·甲（身法）,身法提升17点,7,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
456,仙踪·裤·甲（元气）,元气提升17点,7,0,0,0,0,0,017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
457,仙踪·裤·甲（力道）,力道提升17点,7,0,0,0,017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,仙踪·裤·甲（根骨）,根骨提升17点,7,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
459,仙踪·裤·甲（仇恨）,仇恨百分比提升13%,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0133,0,0,0,0
460,仙踪·裤·甲（外破）,外功破防等级提升76点,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,
461,仙踪·裤·甲（内破）,内功破防等级提升76点,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,
462,仙踪·裤·甲（会心）,全会心提升76点,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,
463,仙踪·裤·甲（无双）,无双等级提升76点,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,076,0,0,0,0,0,0
464,仙踪·头·甲（外攻）,外功攻击提升34点,9,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,
465,仙踪·头·甲（内功）,内功攻击提升41点,9,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,
466,仙踪·头·甲（治疗）,疗伤成效提升37点,9,0,0,0,0,0,0,0,0,0,0,0,0,0,037,0,0,0,0,0,0,0,0,0,0,0,0
467,仙踪·头·甲（命中）,全命中提升76点,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,
468,仙踪·头·甲（急速）,加速提升76点,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,076,0,0,0,0,0,0,0,0
469,仙踪·腰·甲（体质）,体质提升28点,10,0,028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470,仙踪·腰·甲（气血）,最大气血值提升379点,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0379
471,仙踪·腰·甲（格挡）,拆招提升471点,10,0,0,0,0,0,0,0,0,0,0,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
472,仙踪·腰·甲（闪避）,闪避提升38点,10,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
473,仙踪·腰·甲（外防）,外功防御提升38点,10,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
474,仙踪·腰·甲（内防）,内功防御提升38点,10,0,0,0,0,0,0,0,038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
475,仙踪·腰·甲（招架）,招架提升38点,10,0,0,0,0,0,0,0,0,0,038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
476,仙踪·腰·甲（御劲）,化劲提升38点,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,
477,仙踪·腰·甲（化劲）,御劲提升38点,10,0,0,0,0,0,0,0,0,0,0,0,038,0,0,0,0,0,0,0,0,0,0,0,0,0,0
478,仙踪·兵·熔（仇恨）,仇恨百分比提升40%,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0409,0,0,0,0
479,仙踪·腕·绣（身法）,身法提升34点,6,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
480,仙踪·腕·绣（元气）,元气提升34点,6,0,0,0,0,0,034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
481,仙踪·腕·绣（力道）,力道提升34点,6,0,0,0,034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
482,仙踪·腕·绣（根骨）,根骨提升34点,6,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
483,仙踪·腕·绣（仇恨）,仇恨百分比提升26%,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0266,0,0,0,0
484,仙踪·腕·绣（外破）,外功破防等级提升152点,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,0,0,0,0,0,0,0,0,
485,仙踪·腕·绣（内破）,内功破防等级提升152点,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,0,0,0,0,0,0,0,0,
486,仙踪·腕·绣（会心）,全会心提升152点,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,0,0,0,0,0,0,0,0,0,0,
487,仙踪·腕·绣（无双）,无双等级提升152点,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0152,0,0,0,0,0,0
488,仙踪·鞋·绣（外攻）,外功攻击提升68点,6,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,
489,仙踪·鞋·绣（内功）,内功攻击提升82点,6,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,
490,仙踪·鞋·绣（治疗）,疗伤成效提升74点,6,0,0,0,0,0,0,0,0,0,0,0,0,0,074,0,0,0,0,0,0,0,0,0,0,0,0
491,仙踪·鞋·绣（命中）,全命中提升152点,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,0,0,0,0,0,0,
492,仙踪·鞋·绣（急速）,加速提升152点,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0152,0,0,0,0,0,0,0,0
493,仙踪·衣·绣（体质）,体质提升56点,8,0,056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
494,仙踪·衣·绣（气血）,最大气血值提升758点,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0758
495,仙踪·衣·绣（格挡）,拆招提升942点,8,0,0,0,0,0,0,0,0,0,0,942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
496,仙踪·衣·绣（闪避）,闪避提升76点,8,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
497,仙踪·衣·绣（外防）,外功防御提升76点,8,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
498,仙踪·衣·绣（内防）,内功防御提升76点,8,0,0,0,0,0,0,0,076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499,仙踪·衣·绣（招架）,招架提升76点,8,0,0,0,0,0,0,0,0,0,076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,仙踪·衣·绣（御劲）,化劲提升76点,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,
501,仙踪·衣·绣（化劲）,御劲提升76点,8,0,0,0,0,0,0,0,0,0,0,0,076,0,0,0,0,0,0,0,0,0,0,0,0,0,0
502,仙踪·腕·染（身法）,身法提升17点,6,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
503,仙踪·腕·染（元气）,元气提升17点,6,0,0,0,0,0,017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504,仙踪·腕·染（力道）,力道提升17点,6,0,0,0,017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505,仙踪·腕·染（根骨）,根骨提升17点,6,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
506,仙踪·腕·染（仇恨）,仇恨百分比提升13%,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0133,0,0,0,0
507,仙踪·腕·染（外破）,外功破防等级提升76点,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,
508,仙踪·腕·染（内破）,内功破防等级提升76点,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,
509,仙踪·腕·染（会心）,全会心提升76点,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,
510,仙踪·腕·染（无双）,无双等级提升76点,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,076,0,0,0,0,0,0
511,仙踪·鞋·染（外攻）,外功攻击提升34点,6,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,
512,仙踪·鞋·染（内功）,内功攻击提升41点,6,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,
513,仙踪·鞋·染（治疗）,疗伤成效提升37点,6,0,0,0,0,0,0,0,0,0,0,0,0,0,037,0,0,0,0,0,0,0,0,0,0,0,0
514,仙踪·鞋·染（命中）,全命中提升76点,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,
515,仙踪·鞋·染（急速）,加速提升76点,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,076,0,0,0,0,0,0,0,0
516,仙踪·衣·染（体质）,体质提升28点,8,0,028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
517,仙踪·衣·染（气血）,最大气血值提升379点,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0379
518,仙踪·衣·染（格挡）,拆招提升471点,8,0,0,0,0,0,0,0,0,0,0,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
519,仙踪·衣·染（闪避）,闪避提升38点,8,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
520,仙踪·衣·染（外防）,外功防御提升38点,8,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
521,仙踪·衣·染（内防）,内功防御提升38点,8,0,0,0,0,0,0,0,038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
522,仙踪·衣·染（招架）,招架提升38点,8,0,0,0,0,0,0,0,0,0,038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
523,仙踪·衣·染（御劲）,化劲提升38点,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,
524,仙踪·衣·染（化劲）,御劲提升38点,8,0,0,0,0,0,0,0,0,0,0,0,038,0,0,0,0,0,0,0,0,0,0,0,0,0,0
525,仙踪·鞋·染（跑速）,跑步速度提升5%（鞋子）,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
526,烨阳晶石·项链（体质）,体质提升56点,999,0,056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
527,烨阳晶石·项链（御劲）,御劲提升76点,999,0,0,0,0,0,0,0,0,0,0,0,076,0,0,0,0,0,0,0,0,0,0,0,0,0,0
528,烨阳晶石·腰坠（体质）,体质提升56点,1,0,056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
529,烨阳晶石·腰坠（化劲）,化劲提升76点,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,
530,烨阳晶石·戒指（根骨）,根骨提升34点,2,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
531,烨阳晶石·戒指（力道）,力道提升34点,2,0,0,0,034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
532,烨阳晶石·戒指（元气）,元气提升34点,2,0,0,0,0,0,034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
533,烨阳晶石·戒指（身法）,身法提升34点,2,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
534,烨阳晶石·戒指（外伤）,外功攻击提升68点,2,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,
535,烨阳晶石·戒指（内伤）,内功攻击提升82点,2,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,
536,烨阳晶石·戒指（外命）,外功命中等级提升152点,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,0,0,0,0,0,0,
537,烨阳晶石·戒指（内命）,内功命中等级提升152点,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,0,0,0,0,0,0,
538,烨阳晶石·暗器（根骨）,根骨提升34点,4,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
539,烨阳晶石·暗器（力道）,力道提升34点,4,0,0,0,034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540,烨阳晶石·暗器（元气）,元气提升34点,4,0,0,0,0,0,034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
541,烨阳晶石·暗器（身法）,身法提升34点,4,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
542,烨阳晶石·暗器（外破）,外功破防等级提升152点,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,0,0,0,0,0,0,0,0,
543,烨阳晶石·暗器（内破）,内功破防等级提升152点,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,0,0,0,0,0,0,0,0,
544,烨阳晶石·暗器（加速）,加速提升152点,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0152,0,0,0,0,0,0,0,0
