P_ID,name,desc,type,realType,xinfatype,body,spirit,strength,agility,spunk,physicsShield,magicShield,dodge,parryBase,parryValue,toughness,attack,heal,crit,critEffect,overcome,acce,hit,strain,huajing,threat,neihui,neili,xuehui,qixue
enchant-5877,安戎·印（力道）,力道提升9,7,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6011,安戎·锻（加速）,加速提升24,9,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6012,安戎·铸（加速）,加速提升24,5,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6013,固·安戎·锻（加速）,加速提升27,9,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6014,固·安戎·铸（加速）,加速提升27,5,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-5635,新春·别岁,可强化戒指，使自身每秒回复气血值提高8点,999,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6036,苍·安戎·绣（内伤）,内功攻击提升22,8,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6037,苍·安戎·染（内伤）,内功攻击提升22,6,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6038,苍·安戎·印（内伤）,内功攻击提升22,7,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6039,苍·安戎·纹（内伤）,内功攻击提升22,10,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6040,苍·安戎·绣（外伤）,外功攻击提升18,8,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6041,苍·安戎·染（外伤）,外功攻击提升18,6,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6042,苍·安戎·印（外伤）,外功攻击提升18,7,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6043,苍·安戎·纹（外伤）,外功攻击提升18,10,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6044,苍·安戎·绣（疗伤）,疗伤成效提升19,8,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6045,苍·安戎·染（疗伤）,疗伤成效提升19,6,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6046,苍·安戎·印（疗伤）,疗伤成效提升19,7,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6047,苍·安戎·纹（疗伤）,疗伤成效提升19,10,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6048,苍·安戎·绣（内破）,内功破防提升24,8,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6049,苍·安戎·绣（外破）,内功破防提升24,8,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6050,苍·安戎·纹（内破）,内功破防提升24,10,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6051,苍·安戎·纹（外破）,内功破防提升24,10,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6052,苍·安戎·锻（内伤）,内功攻击提升22,9,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6053,苍·安戎·锻（外伤）,外功攻击提升18,9,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6054,苍·安戎·锻（疗伤）,疗伤成效提升19,9,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6055,苍·安戎·铸（内伤）,内功攻击提升22,5,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6056,苍·安戎·铸（外伤）,外功攻击提升18,5,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6057,苍·安戎·铸（疗伤）,疗伤成效提升19,5,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6058,苍·安戎·磨石（内伤）,内功攻击提升22,11,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6059,苍·安戎·磨石（外伤）,外功攻击提升18,11,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6060,苍·安戎·磨石（疗伤）,疗伤成效提升19,11,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6061,苍·安戎·磨石（仇恨）,仇恨百分比提升5%,11,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6062,新春·别岁,可强化戒指，使自身每秒回复气血值提高8点,999,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6064,新春·馈岁,可强化戒指，使自身招式产生威胁提高3%,999,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6067,新春·桃符,可强化戒指，使自身外功攻击增加3点,999,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6066,新春·压岁,可强化戒指，使自身内功攻击增加4点,999,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6150,剑胆·锻（根骨）,根骨提升18点,9,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6151,剑胆·锻（身法）,身法提升18点,9,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6152,剑胆·锻（外破）,外功破防等级提升49点,9,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6153,剑胆·锻（内破）,内功破防等级提升49点,9,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6154,剑胆·锻（仇恨）,仇恨百分比提升9%,9,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6155,剑胆·锻（外会）,外功会心等级提升49点,9,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6156,剑胆·锻（内会）,内功会心等级提升49点,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6157,剑胆·锻（外命）,外功命中等级提升49点,9,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6158,剑胆·锻（内命）,内功命中等级提升49点,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6159,剑胆·锻（无双）,无双等级提升49点,9,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6160,剑胆·锻（加速）,加速等级提升49点,9,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6161,剑胆·铸（根骨）,根骨提升18点,5,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6162,剑胆·铸（身法）,身法提升18点,5,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6163,剑胆·铸（外破）,外功破防等级提升49点,5,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6164,剑胆·铸（内破）,内功破防等级提升49点,5,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6165,剑胆·铸（仇恨）,仇恨百分比提升9%,5,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6166,剑胆·铸（外会）,外功会心等级提升49点,5,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6167,剑胆·铸（内会）,内功会心等级提升49点,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6168,剑胆·铸（外命）,外功命中等级提升49点,5,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6169,剑胆·铸（内命）,内功命中等级提升49点,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6170,剑胆·铸（无双）,无双等级提升49点,5,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6171,剑胆·铸（加速）,加速等级提升49点,5,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6172,剑胆·磨石（外伤）,外功攻击提升37点,11,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6173,剑胆·磨石（内伤）,内功攻击提升44点,11,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6174,剑胆·磨石（疗伤）,疗伤成效提升39点,11,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6175,剑胆·磨石（武伤）,武器伤害提升8点,11,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6176,剑胆·熔锭（外伤）,外功攻击提升55点,11,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6177,剑胆·熔锭（内伤）,内功攻击提升67点,11,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6178,剑胆·熔锭（疗伤）,疗伤成效提升58点,11,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6179,剑胆·熔锭（武伤）,武器伤害提升13点,11,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6180,佳·剑胆·锻（根骨）,根骨提升21点,9,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6181,佳·剑胆·锻（身法）,身法提升21点,9,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6182,佳·剑胆·锻（外破）,外功破防等级提升56点,9,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6183,佳·剑胆·锻（内破）,内功破防等级提升56点,9,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6184,佳·剑胆·锻（仇恨）,仇恨百分比提升10%,9,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6185,佳·剑胆·锻（外会）,外功会心等级提升56点,9,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6186,佳·剑胆·锻（内会）,内功会心等级提升56点,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6187,佳·剑胆·锻（外命）,外功命中等级提升56点,9,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6188,佳·剑胆·锻（内命）,内功命中等级提升56点,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6189,佳·剑胆·锻（无双）,无双等级提升56点,9,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6190,佳·剑胆·锻（加速）,加速等级提升56点,9,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6191,佳·剑胆·铸（根骨）,根骨提升21点,5,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6192,佳·剑胆·铸（身法）,身法提升21点,5,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6193,佳·剑胆·铸（外破）,外功破防等级提升56点,5,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6194,佳·剑胆·铸（内破）,内功破防等级提升56点,5,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6195,佳·剑胆·铸（仇恨）,仇恨百分比提升10%,5,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6196,佳·剑胆·铸（外会）,外功会心等级提升56点,5,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6197,佳·剑胆·铸（内会）,内功会心等级提升56点,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6198,佳·剑胆·铸（外命）,外功命中等级提升56点,5,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6199,佳·剑胆·铸（内命）,内功命中等级提升56点,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6200,佳·剑胆·铸（无双）,无双等级提升56点,5,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6201,佳·剑胆·铸（加速）,加速等级提升56点,5,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6202,佳·剑胆·磨石（外伤）,外功攻击提升42点,11,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6203,佳·剑胆·磨石（内伤）,内功攻击提升50点,11,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6204,佳·剑胆·磨石（疗伤）,疗伤成效提升43点,11,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6205,佳·剑胆·磨石（武伤）,武器伤害提升9点,11,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6206,佳·剑胆·熔锭（外伤）,外功攻击提升62点,11,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6207,佳·剑胆·熔锭（内伤）,内功攻击提升75点,11,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6208,佳·剑胆·熔锭（疗伤）,疗伤成效提升65点,11,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6209,佳·剑胆·熔锭（武伤）,武器伤害提升14点,11,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6074,剑胆·绣（体质）,体质提升25点,8,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6075,剑胆·绣（气血）,气血上限提升247点,8,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6076,剑胆·绣（内力）,内力上限提升247点,8,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6077,剑胆·绣（气回）,回复气血永久提升12点每秒,8,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6078,剑胆·绣（内回）,内力回复速度提升22点,8,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6079,剑胆·绣（拆值）,拆招值提升307点,8,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6080,剑胆·绣（闪避）,闪避值提升25点,8,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6081,剑胆·绣（外防）,外功防御等级提升25点,8,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6082,剑胆·绣（内防）,内功防御等级提升25点,8,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6083,剑胆·绣（招架）,招架值提升25点,8,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6084,剑胆·绣（御劲）,御劲提升25点,8,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6085,剑胆·绣（化劲）,化劲提升25点,8,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6086,剑胆·印（力道）,力道提升18点,7,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6087,剑胆·印（元气）,元气提升18点,7,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6088,剑胆·印（外伤）,外功攻击提升37点,7,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6089,剑胆·印（内伤）,内功攻击提升44点,7,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6090,剑胆·印（疗伤）,疗伤成效提升39点,7,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6091,剑胆·印（内会效）,内功会心效果等级提升49点,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6092,剑胆·印（外会效）,外功会心效果等级提升49点,7,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6093,剑胆·染（力道）,力道提升18点,6,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6094,剑胆·染（元气）,元气提升18点,6,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6095,剑胆·染（外伤）,外功攻击提升37点,6,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6096,剑胆·染（内伤）,内功攻击提升44点,6,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6097,剑胆·染（疗伤）,疗伤成效提升39点,6,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6098,剑胆·染（内会效）,内功会心效果等级提升49点,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6099,剑胆·染（外会效）,外功会心效果等级提升49点,6,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6100,剑胆·纹（体质）,体质提升25点,10,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6101,剑胆·纹（气血）,气血上限提升247点,10,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6102,剑胆·纹（内力）,内力上限提升247点,10,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6103,剑胆·纹（气回）,回复气血永久提升12点每秒,10,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6104,剑胆·纹（内回）,内力回复速度提升22点,10,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6105,剑胆·纹（拆值）,拆招值提升307点,10,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6106,剑胆·纹（闪避）,闪避值提升25点,10,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6107,剑胆·纹（外防）,外功防御等级提升25点,10,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6108,剑胆·纹（内防）,内功防御等级提升25点,10,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6109,剑胆·纹（招架）,招架值提升25点,10,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6110,剑胆·纹（御劲）,御劲提升25点,10,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6111,剑胆·纹（化劲）,化劲提升25点,10,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6112,佳·剑胆·绣（体质）,体质提升28点,8,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6113,佳·剑胆·绣（气血）,气血上限提升278点,8,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6114,佳·剑胆·绣（内力）,内力上限提升278点,8,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6115,佳·剑胆·绣（气回）,气血回复速度提升18点,8,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6116,佳·剑胆·绣（内回）,内力回复速度提升26点,8,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6117,佳·剑胆·绣（拆值）,拆招值提升345点,8,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6118,佳·剑胆·绣（闪避）,闪避值提升28点,8,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6119,佳·剑胆·绣（外防）,外功防御等级提升28点,8,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6120,佳·剑胆·绣（内防）,内功防御等级提升28点,8,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6121,佳·剑胆·绣（招架）,招架值提升28点,8,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6122,佳·剑胆·绣（御劲）,御劲提升28点,8,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6123,佳·剑胆·绣（化劲）,化劲提升28点,8,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6124,佳·剑胆·印（力道）,力道提升21点,7,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6125,佳·剑胆·印（元气）,元气提升21点,7,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6126,佳·剑胆·印（外伤）,外功攻击提升42点,7,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6127,佳·剑胆·印（内伤）,内功攻击提升50点,7,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6128,佳·剑胆·印（疗伤）,疗伤成效提升43点,7,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6129,佳·剑胆·印（内会效）,内功会心效果等级提升56点,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6130,佳·剑胆·印（外会效）,外功会心效果等级提升56点,7,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
