P_ID,name,desc,type,realType,xinfatype,body,spirit,strength,agility,spunk,physicsShield,magicShield,dodge,parryBase,parryValue,toughness,attack,heal,crit,critEffect,overcome,acce,hit,strain,huajing,threat,neihui,neili,xuehui,qixue
enchant-6131,佳·剑胆·染（力道）,力道提升21点,6,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6132,佳·剑胆·染（元气）,元气提升21点,6,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6133,佳·剑胆·染（外伤）,外功攻击提升42点,6,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6134,佳·剑胆·染（内伤）,内功攻击提升50点,6,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6135,佳·剑胆·染（疗伤）,疗伤成效提升43点,6,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6136,佳·剑胆·染（内会效）,内功会心效果等级提升56点,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6137,佳·剑胆·染（外会效）,外功会心效果等级提升56点,6,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6138,佳·剑胆·纹（体质）,体质提升28点,10,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6139,佳·剑胆·纹（气血）,气血上限提升278点,10,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6140,佳·剑胆·纹（内力）,内力上限提升278点,10,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6141,佳·剑胆·纹（气回）,气血回复速度提升18点,10,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6142,佳·剑胆·纹（内回）,内力回复速度提升26点,10,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6143,佳·剑胆·纹（拆值）,拆招值提升345点,10,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6144,佳·剑胆·纹（闪避）,闪避值提升28点,10,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6145,佳·剑胆·纹（外防）,外功防御等级提升28点,10,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6146,佳·剑胆·纹（内防）,内功防御等级提升28点,10,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6147,佳·剑胆·纹（招架）,招架值提升28点,10,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6148,佳·剑胆·纹（御劲）,御劲提升28点,10,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6149,佳·剑胆·纹（化劲）,化劲提升28点,10,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6233,新春·压岁,可强化戒指，使自身内功攻击增加6点,2,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6234,新春·桃符,可强化戒指，使自身外功攻击增加5点,2,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6229,新春·别岁,可强化戒指，使自身每秒回复气血值提高8点,2,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6247,珍·风骨·印（元气）,元气提升25点,7,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6246,珍·风骨·印（力道）,力道提升25点,7,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6250,珍·风骨·印（外会效）,外功会心效果等级提升68点,7,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6249,珍·风骨·印（内会效）,内功会心效果等级提升68点,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6248,珍·风骨·印（疗伤）,疗伤成效提升53点,7,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6252,珍·风骨·染（元气）,元气提升25点,6,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6251,珍·风骨·染（力道）,力道提升25点,6,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6255,珍·风骨·染（外会效）,外功会心效果等级提升68点,6,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6254,珍·风骨·染（内会效）,内功会心效果等级提升68点,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6253,珍·风骨·染（疗伤）,疗伤成效提升53点,6,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6245,珍·风骨·绣（体质）,体质提升34点,8,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6256,珍·风骨·纹（体质）,体质提升34点,10,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6257,珍·风骨·锻（根骨）,根骨提升25点,9,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6258,珍·风骨·锻（身法）,身法提升25点,9,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6259,珍·风骨·锻（外会）,外功会心等级提升68点,9,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6260,珍·风骨·锻（内会）,内功会心等级提升68点,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6261,珍·风骨·铸（根骨）,根骨提升25点,5,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6262,珍·风骨·铸（身法）,身法提升25点,5,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6263,珍·风骨·铸（外会）,外功会心等级提升68点,5,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6264,珍·风骨·铸（内会）,内功会心等级提升68点,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6265,珍·风骨·磨石（疗伤）,疗伤成效提升53点,11,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6267,珍·风骨·印（外伤）,外功攻击提升51点,7,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6268,珍·风骨·印（内伤）,内功攻击提升61点,7,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6269,珍·风骨·染（外伤）,外功攻击提升51点,6,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6270,珍·风骨·染（内伤）,内功攻击提升61点,6,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6271,珍·风骨·绣（气血）,气血上限提升339点,8,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6272,珍·风骨·绣（招架）,招架提升34点,8,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6273,珍·风骨·绣（御劲）,御劲提升34点,8,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6274,珍·风骨·绣（闪避）,闪避提升34点,8,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6275,珍·风骨·绣（外防）,外功防御提升34点,8,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6277,珍·风骨·纹（气血）,气血上限提升339点,10,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6278,珍·风骨·纹（招架）,招架提升34点,10,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6279,珍·风骨·纹（御劲）,御劲提升34点,10,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6280,珍·风骨·纹（闪避）,闪避提升34点,10,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6281,珍·风骨·纹（外防）,外功防御提升34点,10,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6282,珍·风骨·纹（内防）,内功防御提升34点,10,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6283,珍·风骨·锻（外破）,外功破防等级提升68点,9,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6284,珍·风骨·锻（内破）,内功破防等级提升68点,9,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6285,珍·风骨·锻（加速）,加速提升68点,9,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6286,珍·风骨·铸（外破）,外功破防等级提升68点,5,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6287,珍·风骨·铸（内破）,内功破防等级提升68点,5,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6288,珍·风骨·铸（加速）,加速提升68点,5,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6289,珍·风骨·磨石（外伤）,外功攻击提升51点,11,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6290,珍·风骨·磨石（内伤）,内功攻击提升61点,11,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6291,珍·风骨·磨石（武伤）,武器伤害提升12点,11,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6295,珍·重制·印（外伤）,外功攻击提升62点,7,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6296,珍·重制·印（内伤）,内功攻击提升75点,7,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6297,珍·重制·印（疗伤）,疗伤成效提升65点,7,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6298,珍·重制·印（御劲）,御劲提升42点,7,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6299,珍·重制·印（化劲）,化劲提升42点,7,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6300,珍·重制·印（力道）,力道提升31点,7,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6301,珍·重制·印（元气）,元气提升31点,7,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6302,珍·重制·印（外会效）,外功会心效果等级提升83点,7,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6303,珍·重制·印（内会效）,内功会心效果等级提升73点,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6304,珍·重制·染（外伤）,外功攻击提升62点,6,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6305,珍·重制·染（内伤）,内功攻击提升75点,6,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6306,珍·重制·染（疗伤）,疗伤成效提升65点,6,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6307,珍·重制·染（御劲）,御劲提升42点,6,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6308,珍·重制·染（化劲）,化劲提升42点,6,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6309,珍·重制·染（力道）,力道提升31点,6,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6310,珍·重制·染（元气）,元气提升31点,6,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6311,珍·重制·染（外会效）,外功会心效果等级提升83点,6,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6312,珍·重制·染（内会效）,内功会心效果等级提升73点,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6313,珍·重制·绣（体质）,体质提升42点,8,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6314,珍·重制·绣（招架）,招架提升42点,8,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6315,珍·重制·绣（御劲）,御劲提升42点,8,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6316,珍·重制·绣（化劲）,化劲提升42点,8,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6317,珍·重制·绣（闪避）,闪避提升42点,8,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6318,珍·重制·绣（外防）,外功防御提升42点,8,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6319,珍·重制·绣（内防）,内功防御提升42点,8,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6320,珍·重制·纹（体质）,体质提升42点,10,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6321,珍·重制·纹（招架）,招架提升42点,10,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6322,珍·重制·纹（御劲）,御劲提升42点,10,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6323,珍·重制·纹（化劲）,化劲提升42点,10,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6324,珍·重制·纹（闪避）,闪避提升42点,10,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6325,珍·重制·纹（外防）,外功防御提升42点,10,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6326,珍·重制·纹（内防）,内功防御提升42点,10,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6327,珍·重制·锻（外破）,外功破防等级提升83点,9,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6328,珍·重制·锻（内破）,内功破防等级提升83点,9,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6329,珍·重制·锻（加速）,加速提升83点,9,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6330,珍·重制·锻（外命）,外功命中等级提升83点,9,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6331,珍·重制·锻（内命）,内功命中等级提升83点,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6332,珍·重制·锻（无双）,无双等级提升83点,9,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6333,珍·重制·锻（根骨）,根骨提升31点,9,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6334,珍·重制·锻（身法）,身法提升31点,9,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6335,珍·重制·锻（外会）,外功会心等级提升83点,9,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6336,珍·重制·锻（内会）,内功会心等级提升83点,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6337,珍·重制·铸（外破）,外功破防等级提升83点,5,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6338,珍·重制·铸（内破）,内功破防等级提升83点,5,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6339,珍·重制·铸（加速）,加速提升83点,5,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6340,珍·重制·铸（外命）,外功命中等级提升83点,5,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6341,珍·重制·铸（内命）,内功命中等级提升83点,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6342,珍·重制·铸（无双）,无双等级提升83点,5,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6343,珍·重制·铸（根骨）,根骨提升31点,5,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6344,珍·重制·铸（身法）,身法提升31点,5,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6345,珍·重制·铸（外会）,外功会心等级提升83点,5,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6346,珍·重制·铸（内会）,内功会心等级提升83点,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6347,珍·重制·磨石（疗伤）,疗伤成效提升65点,11,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6348,珍·重制·磨石（外伤）,外功攻击提升62点,11,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6349,珍·重制·磨石（内伤）,内功攻击提升75点,11,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6350,珍·重制·磨石（武伤）,武器伤害提升14点,11,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6355,烨阳晶石·磨（体质）,体质提升42点,0,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6356,烨阳晶石·磨（御劲）,御劲提升42点,0,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6357,烨阳晶石·雕（体质）,体质提升42点,1,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6358,烨阳晶石·雕（化劲）,化劲提升42点,1,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6359,烨阳晶石·刻（根骨）,根骨提升31点,2,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6360,烨阳晶石·刻（力道）,力道提升31点,2,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6361,烨阳晶石·刻（元气）,元气提升31点,2,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6362,烨阳晶石·刻（身法）,身法提升31点,2,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6363,烨阳晶石·刻（外伤）,外功攻击提升62点,2,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6364,烨阳晶石·刻（内伤）,内功攻击提升75点,2,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6365,烨阳晶石·刻（外命）,外功命中等级提升83点,2,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6366,烨阳晶石·刻（内命）,内功命中等级提升83点,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6367,烨阳晶石·熔（根骨）,根骨提升31点,4,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6368,烨阳晶石·熔（力道）,力道提升31点,4,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6369,烨阳晶石·熔（元气）,元气提升31点,4,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6370,烨阳晶石·熔（身法）,身法提升31点,4,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6371,烨阳晶石·熔（外破）,外功破防等级提升83点,4,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6372,烨阳晶石·熔（内破）,内功破防等级提升83点,4,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6373,烨阳晶石·熔（加速）,加速提升83点,4,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6355,烨阳晶石·磨（体质）,体质提升42点,0,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6356,烨阳晶石·磨（御劲）,御劲提升42点,0,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6357,烨阳晶石·雕（体质）,体质提升42点,1,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6358,烨阳晶石·雕（化劲）,化劲提升42点,1,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6359,烨阳晶石·刻（根骨）,根骨提升31点,2,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6360,烨阳晶石·刻（力道）,力道提升31点,2,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6361,烨阳晶石·刻（元气）,元气提升31点,2,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6362,烨阳晶石·刻（身法）,身法提升31点,2,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6363,烨阳晶石·刻（外伤）,外功攻击提升62点,2,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enchant-6364,烨阳晶石·刻（内伤）,内功攻击提升75点,2,,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
